order_id,user_id,product_id,quantity,order_date,revenue
5687,1123,1029,1,2025-07-03,8550
5688,125,1001,3,2025-09-04,27858
5689,1179,1060,3,2025-08-20,12948
5690,244,1037,2,2025-09-18,18240
5691,86,1117,3,2025-07-20,14160
5692,1389,1014,1,2025-07-23,8788
5693,243,1061,1,2025-07-01,2004
5694,1223,1049,1,2025-08-27,4661
5695,938,1039,3,2025-09-15,21903
5696,18,1113,1,2025-07-06,5964
5697,578,1061,1,2025-09-26,2004
5698,987,1093,1,2025-09-09,3770
5699,1000,1070,2,2025-07-07,1372
5700,360,1069,1,2025-09-03,4213
5701,928,1064,1,2025-09-21,2061
5702,918,1119,3,2025-07-03,8952
5703,922,1115,2,2025-08-28,12642
5704,1321,1059,3,2025-07-30,19539
5705,1194,1108,2,2025-09-14,8572
5706,750,1105,1,2025-07-28,1590
5707,606,1046,1,2025-09-02,6589
5708,537,1060,1,2025-07-26,4316
5709,586,1002,1,2025-09-28,8491
5710,1218,1012,3,2025-07-15,9114
5711,886,1089,1,2025-07-23,5753
5712,626,1072,1,2025-07-05,5730
5713,386,1015,3,2025-09-12,2415
5714,230,1031,1,2025-07-27,6412
5715,1254,1049,2,2025-07-27,9322
5716,814,1088,2,2025-09-16,14876
5717,1071,1105,2,2025-07-02,3180
5718,1006,1038,3,2025-08-06,10290
5719,50,1028,3,2025-08-09,4980
5720,395,1019,3,2025-07-31,9072
5721,883,1095,2,2025-08-31,8962
5722,707,1114,3,2025-07-22,2400
5723,475,1064,3,2025-08-27,6183
5724,1461,1046,2,2025-08-21,13178
5725,832,1062,1,2025-09-12,4061
5726,854,1118,1,2025-09-29,9591
5727,587,1087,3,2025-08-04,5898
5728,946,1097,3,2025-08-03,16494
5729,430,1052,2,2025-08-22,1532
5730,1428,1052,1,2025-07-21,766
5731,470,1092,1,2025-08-30,1234
5732,1295,1081,3,2025-09-07,26160
5733,731,1040,1,2025-08-09,6363
5734,272,1068,3,2025-09-10,21969
5735,1061,1111,3,2025-07-28,29055
5736,2,1030,1,2025-09-06,8167
5737,1387,1057,3,2025-08-07,9099
5738,1338,1048,3,2025-07-26,28314
5739,873,1086,3,2025-08-20,22635
5740,1143,1114,1,2025-09-12,800
5741,1263,1086,2,2025-07-03,15090
5742,621,1095,2,2025-08-27,8962
5743,797,1005,2,2025-07-31,12734
5744,1309,1006,3,2025-07-06,3435
5745,844,1069,3,2025-08-26,12639
5746,418,1091,1,2025-07-21,7744
5747,426,1105,1,2025-07-18,1590
5748,1016,1047,2,2025-09-05,11596
5749,1259,1109,1,2025-09-16,5667
5750,1297,1014,1,2025-09-12,8788
5751,1109,1090,3,2025-07-10,16479
5752,1230,1104,3,2025-08-14,4104
5753,794,1017,1,2025-09-16,9329
5754,116,1044,2,2025-07-20,15514
5755,310,1089,3,2025-08-08,17259
5756,1392,1072,2,2025-07-24,11460
5757,1452,1006,2,2025-09-07,2290
5758,527,1102,3,2025-08-03,14052
5759,1049,1052,1,2025-07-07,766
5760,1017,1033,2,2025-07-01,9708
5761,883,1073,1,2025-07-22,5853
5762,373,1026,3,2025-08-02,25575
5763,364,1063,2,2025-08-21,16808
5764,200,1103,1,2025-08-19,3787
5765,1197,1087,3,2025-08-20,5898
5766,1075,1006,3,2025-09-28,3435
5767,792,1028,2,2025-07-23,3320
5768,542,1015,2,2025-08-12,1610
5769,894,1006,2,2025-08-31,2290
5770,45,1055,2,2025-07-12,10040
5771,60,1093,1,2025-08-21,3770
5772,1271,1017,2,2025-08-31,18658
5773,1399,1060,1,2025-07-27,4316
5774,710,1039,3,2025-09-06,21903
5775,1046,1074,2,2025-07-18,6016
5776,1131,1026,1,2025-09-15,8525
5777,829,1056,1,2025-08-07,9613
5778,1014,1077,1,2025-08-25,5246
5779,1166,1079,2,2025-09-29,19722
5780,1332,1081,3,2025-09-21,26160
5781,1347,1003,1,2025-08-13,6189
5782,1036,1079,3,2025-07-11,29583
5783,490,1107,2,2025-07-20,10582
5784,729,1044,1,2025-09-04,7757
5785,654,1060,1,2025-07-10,4316
5786,1192,1038,3,2025-07-25,10290
5787,1337,1116,2,2025-07-09,17422
5788,755,1090,1,2025-08-08,5493
5789,1286,1105,2,2025-09-11,3180
5790,102,1011,3,2025-08-05,28752
5791,1366,1087,1,2025-08-12,1966
5792,873,1082,2,2025-09-12,5416
5793,490,1087,3,2025-07-05,5898
5794,1483,1101,2,2025-08-31,1600
5795,520,1062,3,2025-09-03,12183
5796,157,1009,3,2025-09-27,18585
5797,1077,1110,1,2025-07-10,3553
5798,692,1056,3,2025-08-02,28839
5799,349,1011,1,2025-09-13,9584
5800,1114,1010,1,2025-09-27,5009
5801,1147,1084,1,2025-07-04,3711
5802,26,1094,1,2025-07-17,1904
5803,1475,1008,3,2025-08-14,10824
5804,579,1085,1,2025-09-12,4533
5805,145,1031,1,2025-09-08,6412
5806,387,1091,3,2025-07-05,23232
5807,685,1101,2,2025-09-13,1600
5808,265,1009,1,2025-09-03,6195
5809,870,1082,1,2025-09-09,2708
5810,1362,1017,2,2025-07-03,18658
5811,136,1112,2,2025-07-06,2300
5812,173,1069,2,2025-09-12,8426
5813,959,1082,1,2025-07-10,2708
5814,573,1013,1,2025-07-03,9372
5815,762,1013,2,2025-09-04,18744
5816,406,1094,3,2025-07-20,5712
5817,1346,1040,1,2025-07-05,6363
5818,1372,1095,3,2025-09-19,13443
5819,317,1059,2,2025-09-10,13026
5820,574,1116,3,2025-07-04,26133
5821,63,1099,3,2025-09-24,11514
5822,1185,1024,3,2025-07-11,6756
5823,140,1047,2,2025-08-15,11596
5824,455,1004,3,2025-09-24,10980
5825,930,1086,2,2025-08-17,15090
5826,97,1057,3,2025-09-04,9099
5827,897,1023,2,2025-08-01,6850
5828,530,1032,3,2025-08-26,19635
5829,684,1118,3,2025-09-01,28773
5830,831,1044,3,2025-09-22,23271
5831,904,1105,1,2025-07-04,1590
5832,1199,1107,2,2025-09-06,10582
5833,1472,1035,2,2025-09-04,18020
5834,1332,1090,2,2025-08-18,10986
5835,1367,1058,1,2025-08-21,6326
5836,637,1043,1,2025-08-11,3090
5837,885,1026,1,2025-09-13,8525
5838,1042,1034,2,2025-09-24,10956
5839,417,1104,2,2025-09-08,2736
5840,385,1070,2,2025-09-23,1372
5841,1498,1102,2,2025-08-18,9368
5842,723,1005,1,2025-09-05,6367
5843,954,1004,1,2025-07-18,3660
5844,265,1097,2,2025-09-01,10996
5845,732,1061,2,2025-07-29,4008
5846,655,1086,1,2025-08-31,7545
5847,975,1120,3,2025-08-27,8241
5848,584,1106,3,2025-07-09,19200
5849,1057,1033,2,2025-09-20,9708
5850,1204,1082,2,2025-08-17,5416
5851,390,1078,2,2025-07-20,5328
5852,603,1097,2,2025-09-02,10996
5853,504,1088,1,2025-09-22,7438
5854,1116,1032,2,2025-09-08,13090
5855,1012,1078,1,2025-08-01,2664
5856,1027,1098,1,2025-08-16,5936
5857,68,1109,1,2025-08-02,5667
5858,420,1022,1,2025-07-15,1216
5859,340,1068,2,2025-07-28,14646
5860,696,1120,1,2025-09-04,2747
5861,524,1004,2,2025-08-24,7320
5862,687,1090,2,2025-08-22,10986
5863,842,1055,3,2025-07-25,15060
5864,373,1114,2,2025-07-28,1600
5865,417,1035,2,2025-08-07,18020
5866,342,1098,1,2025-07-11,5936
5867,1027,1057,2,2025-07-23,6066
5868,1295,1054,3,2025-07-02,12054
5869,302,1103,3,2025-07-09,11361
5870,124,1071,3,2025-08-20,4155
5871,280,1033,3,2025-08-20,14562
5872,1429,1056,2,2025-07-28,19226
5873,805,1003,1,2025-09-01,6189
5874,268,1110,2,2025-08-05,7106
5875,855,1010,1,2025-08-09,5009
5876,540,1114,2,2025-08-22,1600
5877,1236,1115,1,2025-07-25,6321
5878,774,1040,3,2025-08-15,19089
5879,761,1027,3,2025-07-31,14076
5880,144,1040,1,2025-09-22,6363
5881,1152,1032,2,2025-08-02,13090
5882,979,1118,1,2025-07-22,9591
5883,946,1062,1,2025-07-05,4061
5884,694,1118,2,2025-07-12,19182
5885,837,1095,2,2025-07-26,8962
5886,1335,1003,2,2025-09-06,12378
5887,964,1027,1,2025-09-21,4692
5888,611,1113,1,2025-07-02,5964
5889,1362,1112,3,2025-07-09,3450
5890,802,1055,2,2025-08-19,10040
5891,1499,1032,3,2025-07-07,19635
5892,9,1117,1,2025-07-10,4720
5893,324,1002,1,2025-09-12,8491
5894,1005,1104,1,2025-08-06,1368
5895,103,1097,1,2025-08-15,5498
5896,718,1038,2,2025-07-17,6860
5897,1232,1039,3,2025-07-02,21903
5898,964,1071,3,2025-07-28,4155
5899,1146,1011,2,2025-09-09,19168
5900,1362,1072,2,2025-09-09,11460
5901,488,1087,2,2025-07-02,3932
5902,1357,1119,3,2025-07-23,8952
5903,745,1013,3,2025-09-27,28116
5904,652,1069,3,2025-09-06,12639
5905,1340,1018,2,2025-07-12,18170
5906,1115,1057,1,2025-07-23,3033
5907,1352,1102,2,2025-07-08,9368
5908,1473,1049,1,2025-07-18,4661
5909,491,1072,2,2025-07-30,11460
5910,317,1108,2,2025-09-10,8572
5911,242,1072,3,2025-07-17,17190
5912,1086,1051,2,2025-08-12,2132
5913,963,1034,2,2025-07-14,10956
5914,858,1072,2,2025-08-07,11460
5915,321,1079,2,2025-09-04,19722
5916,191,1011,2,2025-08-02,19168
5917,341,1109,2,2025-09-01,11334
5918,1148,1100,2,2025-08-12,18980
5919,196,1035,1,2025-08-09,9010
5920,1489,1055,3,2025-08-09,15060
5921,2,1057,1,2025-07-15,3033
5922,344,1109,3,2025-08-26,17001
5923,92,1088,1,2025-07-27,7438
5924,1459,1056,1,2025-08-19,9613
5925,1026,1096,2,2025-08-25,10424
5926,1339,1072,2,2025-08-19,11460
5927,1223,1020,2,2025-08-21,14426
5928,1203,1112,2,2025-08-27,2300
5929,1009,1055,1,2025-09-27,5020
5930,1327,1094,2,2025-07-16,3808
5931,1055,1070,1,2025-09-14,686
5932,697,1005,2,2025-09-09,12734
5933,540,1075,3,2025-09-27,23397
5934,850,1104,2,2025-07-19,2736
5935,330,1116,1,2025-07-18,8711
5936,1009,1062,3,2025-08-27,12183
5937,681,1081,2,2025-07-07,17440
5938,1450,1062,1,2025-09-09,4061
5939,1034,1105,2,2025-08-22,3180
5940,1058,1026,1,2025-07-06,8525
5941,1020,1057,3,2025-07-28,9099
5942,143,1002,3,2025-08-08,25473
5943,845,1078,3,2025-09-02,7992
5944,79,1075,1,2025-08-10,7799
5945,1220,1041,3,2025-09-13,6612
5946,76,1061,1,2025-07-12,2004
5947,102,1085,2,2025-07-17,9066
5948,41,1021,3,2025-07-09,6228
5949,1121,1100,1,2025-07-23,9490
5950,1495,1071,2,2025-08-24,2770
5951,1029,1015,2,2025-09-17,1610
5952,8,1033,2,2025-08-30,9708
5953,1243,1072,2,2025-07-12,11460
5954,742,1058,1,2025-07-15,6326
5955,892,1032,1,2025-09-11,6545
5956,663,1076,3,2025-07-02,26304
5957,1456,1024,2,2025-09-27,4504
5958,411,1089,2,2025-09-09,11506
5959,716,1011,3,2025-07-25,28752
5960,229,1037,1,2025-09-12,9120
5961,1028,1027,2,2025-08-24,9384
5962,1118,1038,2,2025-08-18,6860
5963,315,1048,2,2025-08-26,18876
5964,1309,1075,2,2025-08-09,15598
5965,554,1001,1,2025-07-22,9286
5966,1428,1002,1,2025-08-26,8491
5967,1178,1038,2,2025-08-04,6860
5968,1362,1114,1,2025-07-13,800
5969,170,1119,3,2025-08-05,8952
5970,1003,1099,1,2025-08-17,3838
5971,390,1014,1,2025-07-01,8788
5972,323,1103,3,2025-08-23,11361
5973,1080,1101,2,2025-08-18,1600
5974,913,1057,3,2025-08-26,9099
5975,354,1039,1,2025-09-23,7301
5976,866,1051,2,2025-08-10,2132
5977,1001,1040,3,2025-09-02,19089
5978,439,1061,1,2025-07-03,2004
5979,1271,1046,3,2025-07-22,19767
5980,1304,1107,1,2025-08-18,5291
5981,535,1012,2,2025-07-25,6076
5982,369,1117,2,2025-07-13,9440
5983,230,1048,1,2025-09-22,9438
5984,147,1017,2,2025-09-13,18658
5985,1143,1062,3,2025-08-01,12183
5986,724,1072,2,2025-08-26,11460
5987,897,1114,2,2025-07-30,1600
5988,340,1044,1,2025-09-04,7757
5989,69,1058,1,2025-07-03,6326
5990,760,1067,2,2025-07-17,11954
5991,276,1074,1,2025-09-23,3008
5992,1492,1005,1,2025-09-18,6367
5993,1165,1078,3,2025-08-23,7992
5994,1474,1069,2,2025-07-11,8426
5995,1415,1086,2,2025-08-11,15090
5996,1415,1115,1,2025-07-30,6321
5997,847,1066,3,2025-08-02,20250
5998,963,1119,2,2025-07-27,5968
5999,336,1049,3,2025-08-02,13983
6000,1126,1035,1,2025-08-15,9010
6001,442,1100,3,2025-07-02,28470
6002,957,1088,1,2025-09-06,7438
6003,1407,1061,2,2025-07-23,4008
6004,1280,1066,3,2025-07-19,20250
6005,1086,1065,1,2025-08-08,1111
6006,907,1022,1,2025-09-03,1216
6007,1223,1049,1,2025-09-18,4661
6008,38,1037,1,2025-07-03,9120
6009,1410,1032,2,2025-08-28,13090
6010,852,1010,2,2025-07-27,10018
6011,125,1069,2,2025-07-28,8426
6012,105,1082,1,2025-08-10,2708
6013,1041,1100,2,2025-07-01,18980
6014,766,1009,3,2025-08-12,18585
6015,769,1007,3,2025-08-16,28974
6016,882,1050,2,2025-09-13,15660
6017,431,1031,3,2025-07-29,19236
6018,1156,1059,2,2025-07-04,13026
6019,207,1086,2,2025-09-17,15090
6020,494,1057,2,2025-07-14,6066
6021,582,1105,2,2025-07-22,3180
6022,703,1081,3,2025-07-17,26160
6023,366,1074,2,2025-09-16,6016
6024,405,1008,1,2025-09-02,3608
6025,1014,1012,2,2025-07-28,6076
6026,1014,1059,3,2025-09-29,19539
6027,104,1118,3,2025-07-24,28773
6028,564,1008,3,2025-08-29,10824
6029,108,1033,1,2025-09-01,4854
6030,740,1083,1,2025-08-12,8492
6031,731,1114,1,2025-09-05,800
6032,184,1084,1,2025-09-07,3711
6033,1486,1018,1,2025-09-14,9085
6034,857,1108,1,2025-07-13,4286
6035,104,1056,1,2025-08-20,9613
6036,1208,1090,2,2025-08-11,10986
6037,541,1026,2,2025-09-27,17050
6038,307,1088,2,2025-07-29,14876
6039,1204,1069,1,2025-08-30,4213
6040,539,1044,3,2025-07-10,23271
6041,1333,1097,3,2025-08-23,16494
6042,675,1099,3,2025-08-18,11514
6043,731,1080,2,2025-09-27,14078
6044,1012,1110,1,2025-08-10,3553
6045,184,1071,1,2025-09-11,1385
6046,664,1009,1,2025-07-29,6195
6047,307,1038,1,2025-07-01,3430
6048,787,1029,1,2025-09-23,8550
6049,759,1112,3,2025-08-16,3450
6050,1217,1015,1,2025-09-01,805
6051,165,1114,1,2025-07-04,800
6052,874,1093,2,2025-09-13,7540
6053,239,1034,1,2025-09-29,5478
6054,920,1079,3,2025-07-05,29583
6055,983,1049,1,2025-08-03,4661
6056,673,1002,2,2025-09-01,16982
6057,441,1060,2,2025-08-01,8632
6058,1466,1016,2,2025-08-25,8822
6059,398,1009,1,2025-09-22,6195
6060,29,1070,3,2025-09-21,2058
6061,379,1072,1,2025-09-06,5730
6062,471,1036,3,2025-09-11,27627
6063,1431,1021,2,2025-09-20,4152
6064,181,1026,2,2025-08-20,17050
6065,1405,1033,3,2025-09-06,14562
6066,1059,1013,1,2025-08-05,9372
6067,325,1005,3,2025-09-10,19101
6068,386,1079,2,2025-09-22,19722
6069,341,1025,1,2025-09-18,1020
6070,147,1117,1,2025-08-20,4720
6071,1016,1109,3,2025-09-03,17001
6072,827,1048,3,2025-08-27,28314
6073,1381,1111,3,2025-07-09,29055
6074,793,1111,2,2025-09-18,19370
6075,1120,1091,2,2025-09-26,15488
6076,714,1058,2,2025-09-06,12652
6077,483,1087,3,2025-08-19,5898
