user_id,signup_date,city,device_type,acquisition_channel
557,2025-01-06,Mumbai,Desktop,Referral
558,2025-04-28,Chennai,Mobile,Referral
559,2025-04-01,Bangalore,Mobile,Instagram
560,2025-05-07,Kochi,Tablet,LinkedIn
561,2025-03-15,Jaipur,Mobile,Organic
562,2025-04-21,Delhi,Desktop,Instagram
563,2025-04-14,Pune,Mobile,LinkedIn
564,2025-01-14,Kochi,Tablet,Google Ads
565,2025-04-03,Jaipur,Desktop,Organic
566,2025-04-09,Jaipur,Desktop,Referral
567,2025-03-13,Kochi,Tablet,Referral
568,2025-01-31,Delhi,Mobile,LinkedIn
569,2025-04-06,Pune,Tablet,Instagram
570,2025-02-06,Chennai,Tablet,Referral
571,2025-04-13,Jaipur,Mobile,Organic
572,2025-01-10,Delhi,Tablet,Instagram
573,2025-05-02,Jaipur,Desktop,Google Ads
574,2025-06-05,Jaipur,Mobile,Instagram
575,2025-06-06,Pune,Mobile,LinkedIn
576,2025-06-07,Hyderabad,Tablet,Instagram
577,2025-05-10,Jaipur,Tablet,LinkedIn
578,2025-05-25,Hyderabad,Desktop,Organic
579,2025-04-05,Pune,Tablet,Organic
580,2025-04-17,Kochi,Desktop,Organic
581,2025-06-02,Ahmedabad,Desktop,Referral
582,2025-05-28,Chennai,Tablet,Organic
583,2025-05-30,Ahmedabad,Mobile,Referral
584,2025-06-11,Kochi,Desktop,Google Ads
585,2025-06-24,Chennai,Mobile,Referral
586,2025-06-29,Mumbai,Mobile,Organic
587,2025-04-23,Pune,Desktop,Google Ads
588,2025-04-16,Chennai,Desktop,Referral
589,2025-06-06,Ahmedabad,Tablet,Organic
590,2025-06-30,Delhi,Tablet,Google Ads
591,2025-05-24,Pune,Tablet,LinkedIn
592,2025-05-15,Kolkata,Desktop,Google Ads
593,2025-04-28,Jaipur,Desktop,Referral
594,2025-04-01,Hyderabad,Tablet,LinkedIn
595,2025-02-19,Chennai,Desktop,Referral
596,2025-03-18,Chennai,Desktop,Instagram
597,2025-06-30,Chennai,Tablet,LinkedIn
598,2025-03-23,Ahmedabad,Desktop,Referral
599,2025-03-12,Hyderabad,Mobile,Referral
600,2025-06-23,Jaipur,Desktop,LinkedIn
601,2025-03-30,Delhi,Desktop,Organic
602,2025-03-15,Mumbai,Desktop,LinkedIn
603,2025-06-17,Hyderabad,Tablet,LinkedIn
604,2025-02-24,Chennai,Tablet,Instagram
605,2025-05-24,Hyderabad,Mobile,Organic
606,2025-06-07,Kochi,Mobile,Google Ads
607,2025-01-13,Jaipur,Mobile,Google Ads
608,2025-01-14,Mumbai,Desktop,Instagram
609,2025-05-01,Mumbai,Tablet,Google Ads
610,2025-01-02,Jaipur,Mobile,LinkedIn
611,2025-06-17,Ahmedabad,Desktop,Google Ads
612,2025-03-15,Pune,Desktop,Organic
613,2025-01-23,Kochi,Mobile,Referral
614,2025-01-10,Delhi,Desktop,Google Ads
615,2025-01-10,Kolkata,Desktop,Google Ads
616,2025-03-16,Bangalore,Mobile,Instagram
617,2025-05-26,Kochi,Mobile,Instagram
618,2025-03-14,Ahmedabad,Tablet,Referral
619,2025-05-15,Ahmedabad,Mobile,Referral
620,2025-04-30,Hyderabad,Mobile,Organic
621,2025-03-26,Delhi,Tablet,LinkedIn
622,2025-06-15,Hyderabad,Tablet,Google Ads
623,2025-01-04,Pune,Desktop,Referral
624,2025-06-22,Chennai,Mobile,Referral
625,2025-06-13,Kolkata,Desktop,Referral
626,2025-03-25,Mumbai,Desktop,Organic
627,2025-02-17,Delhi,Desktop,Instagram
628,2025-03-05,Bangalore,Desktop,LinkedIn
629,2025-03-02,Ahmedabad,Desktop,Instagram
630,2025-03-19,Kochi,Tablet,Referral
631,2025-01-03,Hyderabad,Tablet,Instagram
632,2025-06-27,Chennai,Mobile,Organic
633,2025-04-30,Hyderabad,Mobile,LinkedIn
634,2025-06-25,Jaipur,Tablet,Instagram
635,2025-06-26,Mumbai,Tablet,Instagram
636,2025-04-05,Kochi,Mobile,Google Ads
637,2025-02-04,Ahmedabad,Mobile,LinkedIn
638,2025-06-05,Pune,Desktop,Referral
639,2025-05-01,Jaipur,Tablet,Google Ads
640,2025-03-05,Kochi,Mobile,Referral
641,2025-04-25,Jaipur,Tablet,Instagram
642,2025-01-20,Kochi,Mobile,Organic
643,2025-05-21,Jaipur,Mobile,Referral
644,2025-05-18,Delhi,Mobile,Instagram
645,2025-05-14,Ahmedabad,Mobile,Google Ads
646,2025-05-30,Ahmedabad,Mobile,Referral
647,2025-04-25,Bangalore,Desktop,Google Ads
648,2025-05-12,Kolkata,Desktop,Referral
649,2025-01-15,Jaipur,Desktop,Instagram
650,2025-01-06,Kolkata,Desktop,Organic
651,2025-02-25,Kochi,Mobile,Organic
652,2025-04-19,Pune,Tablet,Organic
653,2025-05-19,Bangalore,Mobile,LinkedIn
654,2025-01-09,Hyderabad,Desktop,Google Ads
655,2025-02-04,Kolkata,Desktop,LinkedIn
656,2025-04-25,Kolkata,Desktop,Organic
657,2025-06-24,Jaipur,Mobile,Instagram
658,2025-01-31,Delhi,Tablet,LinkedIn
659,2025-05-16,Delhi,Tablet,Google Ads
660,2025-01-01,Bangalore,Desktop,LinkedIn
661,2025-06-22,Jaipur,Desktop,Referral
662,2025-04-08,Chennai,Mobile,LinkedIn
663,2025-03-30,Delhi,Desktop,Google Ads
664,2025-01-29,Bangalore,Tablet,LinkedIn
665,2025-06-07,Bangalore,Mobile,Google Ads
666,2025-01-18,Mumbai,Tablet,Organic
667,2025-04-25,Kochi,Tablet,Organic
668,2025-03-04,Bangalore,Desktop,LinkedIn
669,2025-03-01,Jaipur,Mobile,Organic
670,2025-02-05,Jaipur,Desktop,Google Ads
671,2025-05-28,Pune,Tablet,Referral
672,2025-06-22,Pune,Mobile,Instagram
673,2025-02-06,Jaipur,Mobile,LinkedIn
674,2025-03-18,Hyderabad,Mobile,Referral
675,2025-06-01,Delhi,Tablet,LinkedIn
676,2025-05-23,Ahmedabad,Mobile,Instagram
677,2025-06-14,Kolkata,Tablet,Instagram
678,2025-06-28,Kolkata,Desktop,Google Ads
679,2025-03-18,Kolkata,Mobile,Referral
680,2025-05-02,Chennai,Mobile,Instagram
681,2025-02-06,Ahmedabad,Mobile,Referral
682,2025-04-16,Kolkata,Tablet,Referral
683,2025-02-04,Kolkata,Mobile,Instagram
684,2025-02-22,Pune,Tablet,Organic
685,2025-04-26,Pune,Mobile,Referral
686,2025-02-18,Bangalore,Desktop,LinkedIn
687,2025-06-22,Kochi,Tablet,Organic
688,2025-01-19,Chennai,Tablet,Referral
689,2025-02-25,Ahmedabad,Mobile,Instagram
690,2025-03-19,Bangalore,Mobile,Google Ads
691,2025-01-31,Ahmedabad,Mobile,Referral
692,2025-06-30,Chennai,Desktop,Google Ads
693,2025-05-22,Pune,Desktop,LinkedIn
694,2025-04-30,Jaipur,Tablet,Instagram
695,2025-03-20,Hyderabad,Desktop,Referral
696,2025-05-08,Ahmedabad,Mobile,LinkedIn
697,2025-03-23,Chennai,Desktop,Instagram
698,2025-04-16,Bangalore,Tablet,Google Ads
699,2025-02-07,Bangalore,Desktop,Referral
700,2025-05-30,Kochi,Tablet,LinkedIn
701,2025-03-17,Delhi,Mobile,Instagram
702,2025-02-28,Kolkata,Tablet,Google Ads
703,2025-05-08,Jaipur,Tablet,Instagram
704,2025-03-07,Ahmedabad,Tablet,LinkedIn
705,2025-04-28,Delhi,Tablet,Instagram
706,2025-02-13,Delhi,Tablet,Referral
707,2025-05-06,Delhi,Tablet,Organic
708,2025-05-15,Bangalore,Mobile,Organic
709,2025-01-02,Kolkata,Mobile,Google Ads
710,2025-01-18,Delhi,Mobile,Google Ads
711,2025-05-10,Ahmedabad,Desktop,Organic
712,2025-06-08,Kochi,Desktop,LinkedIn
713,2025-01-05,Bangalore,Tablet,Referral
714,2025-04-16,Bangalore,Mobile,Referral
715,2025-03-12,Jaipur,Desktop,Organic
716,2025-05-09,Kolkata,Mobile,Organic
717,2025-01-25,Jaipur,Mobile,Google Ads
718,2025-02-19,Kochi,Tablet,Instagram
719,2025-04-01,Hyderabad,Desktop,Organic
720,2025-04-06,Kolkata,Desktop,Referral
721,2025-03-04,Chennai,Desktop,Organic
722,2025-06-17,Bangalore,Mobile,LinkedIn
723,2025-04-08,Kolkata,Tablet,LinkedIn
724,2025-01-15,Bangalore,Tablet,Google Ads
725,2025-01-22,Ahmedabad,Desktop,Instagram
726,2025-05-25,Mumbai,Tablet,Organic
727,2025-02-28,Chennai,Tablet,Referral
728,2025-05-02,Hyderabad,Mobile,Organic
729,2025-06-25,Hyderabad,Tablet,Referral
730,2025-06-18,Bangalore,Mobile,Instagram
731,2025-01-05,Chennai,Tablet,Google Ads
732,2025-04-12,Mumbai,Desktop,Google Ads
733,2025-05-25,Chennai,Tablet,LinkedIn
734,2025-06-23,Jaipur,Desktop,LinkedIn
735,2025-02-05,Mumbai,Tablet,Instagram
736,2025-01-14,Mumbai,Desktop,Google Ads
737,2025-01-20,Pune,Tablet,Referral
738,2025-06-02,Kolkata,Desktop,Organic
739,2025-06-12,Hyderabad,Desktop,LinkedIn
740,2025-02-28,Pune,Tablet,LinkedIn
741,2025-04-21,Delhi,Tablet,Referral
742,2025-06-19,Kolkata,Mobile,Referral
743,2025-03-17,Chennai,Tablet,Organic
744,2025-01-22,Hyderabad,Mobile,LinkedIn
745,2025-06-12,Delhi,Tablet,LinkedIn
746,2025-03-23,Pune,Mobile,Organic
747,2025-01-02,Hyderabad,Desktop,Instagram
748,2025-03-11,Mumbai,Mobile,Organic
749,2025-02-17,Kolkata,Desktop,Referral
750,2025-05-23,Jaipur,Desktop,Organic
751,2025-01-07,Mumbai,Desktop,Referral
752,2025-01-24,Kochi,Tablet,Instagram
753,2025-04-09,Bangalore,Desktop,LinkedIn
754,2025-04-10,Mumbai,Tablet,Referral
755,2025-03-04,Kochi,Tablet,Google Ads
756,2025-06-25,Kolkata,Mobile,Google Ads
757,2025-03-10,Hyderabad,Desktop,LinkedIn
758,2025-02-07,Mumbai,Mobile,LinkedIn
759,2025-03-12,Kolkata,Desktop,LinkedIn
760,2025-01-20,Pune,Desktop,Google Ads
761,2025-06-10,Ahmedabad,Tablet,Referral
762,2025-02-20,Ahmedabad,Mobile,Google Ads
763,2025-03-19,Bangalore,Desktop,Instagram
764,2025-06-08,Kolkata,Desktop,LinkedIn
765,2025-03-27,Kolkata,Tablet,Referral
766,2025-02-04,Hyderabad,Desktop,Referral
767,2025-06-27,Chennai,Desktop,Instagram
768,2025-02-15,Kolkata,Desktop,Instagram
769,2025-06-27,Ahmedabad,Tablet,Google Ads
770,2025-03-25,Kolkata,Desktop,LinkedIn
771,2025-04-04,Mumbai,Tablet,Google Ads
772,2025-06-01,Jaipur,Mobile,Referral
773,2025-01-07,Ahmedabad,Tablet,Google Ads
774,2025-04-23,Hyderabad,Tablet,Organic
775,2025-04-15,Ahmedabad,Mobile,Instagram
776,2025-03-03,Hyderabad,Tablet,Google Ads
777,2025-04-19,Kolkata,Mobile,LinkedIn
778,2025-06-03,Ahmedabad,Tablet,LinkedIn
779,2025-05-17,Jaipur,Tablet,LinkedIn
780,2025-05-20,Bangalore,Desktop,Referral
781,2025-06-02,Mumbai,Mobile,Google Ads
782,2025-06-18,Pune,Mobile,Referral
783,2025-01-12,Kochi,Tablet,LinkedIn
784,2025-03-26,Kolkata,Mobile,Organic
785,2025-01-26,Hyderabad,Mobile,Referral
786,2025-05-13,Jaipur,Tablet,Referral
787,2025-02-26,Ahmedabad,Desktop,LinkedIn
788,2025-04-29,Kochi,Tablet,Referral
789,2025-02-08,Pune,Mobile,LinkedIn
790,2025-01-27,Hyderabad,Desktop,Organic
791,2025-01-30,Delhi,Desktop,Instagram
792,2025-03-29,Ahmedabad,Mobile,Referral
793,2025-05-04,Pune,Desktop,Organic
794,2025-04-23,Ahmedabad,Desktop,Organic
795,2025-03-18,Bangalore,Tablet,Organic
796,2025-01-06,Pune,Tablet,Organic
797,2025-06-23,Delhi,Tablet,Google Ads
798,2025-05-13,Delhi,Tablet,Google Ads
799,2025-03-26,Jaipur,Desktop,LinkedIn
800,2025-03-01,Kolkata,Tablet,Google Ads
801,2025-02-17,Kolkata,Desktop,Organic
802,2025-06-07,Chennai,Desktop,Referral
803,2025-04-20,Kolkata,Mobile,Google Ads
804,2025-02-22,Hyderabad,Tablet,Organic
805,2025-05-28,Mumbai,Tablet,Google Ads
806,2025-04-04,Pune,Mobile,LinkedIn
807,2025-01-30,Hyderabad,Tablet,LinkedIn
808,2025-05-16,Pune,Tablet,LinkedIn
809,2025-06-06,Kolkata,Tablet,Organic
810,2025-03-31,Pune,Desktop,Referral
811,2025-02-14,Hyderabad,Tablet,Referral
812,2025-01-22,Delhi,Desktop,Organic
813,2025-03-03,Hyderabad,Mobile,Google Ads
814,2025-04-06,Delhi,Tablet,LinkedIn
815,2025-04-18,Kochi,Mobile,Referral
816,2025-04-09,Kolkata,Mobile,LinkedIn
817,2025-06-12,Jaipur,Tablet,Google Ads
818,2025-05-23,Delhi,Desktop,Instagram
819,2025-02-05,Delhi,Desktop,LinkedIn
820,2025-06-08,Bangalore,Desktop,Organic
821,2025-05-05,Delhi,Mobile,LinkedIn
822,2025-05-24,Jaipur,Tablet,LinkedIn
823,2025-04-15,Ahmedabad,Desktop,LinkedIn
824,2025-05-06,Delhi,Mobile,Referral
825,2025-01-08,Chennai,Desktop,Organic
826,2025-03-12,Chennai,Tablet,Instagram
827,2025-02-13,Ahmedabad,Tablet,LinkedIn
828,2025-05-21,Jaipur,Mobile,Referral
829,2025-01-30,Hyderabad,Tablet,Instagram
830,2025-05-19,Bangalore,Tablet,LinkedIn
831,2025-05-20,Chennai,Desktop,Organic
832,2025-06-17,Chennai,Desktop,Organic
833,2025-04-26,Hyderabad,Desktop,Organic
834,2025-04-23,Mumbai,Mobile,Google Ads
835,2025-05-31,Pune,Tablet,Referral
836,2025-06-11,Kolkata,Mobile,Referral
837,2025-02-05,Chennai,Mobile,Organic
838,2025-05-26,Pune,Tablet,Instagram
839,2025-06-02,Jaipur,Mobile,Instagram
840,2025-06-30,Hyderabad,Desktop,Referral
841,2025-03-10,Jaipur,Tablet,Organic
842,2025-02-04,Kolkata,Mobile,Instagram
843,2025-06-17,Delhi,Tablet,Google Ads
844,2025-03-05,Delhi,Tablet,Instagram
845,2025-03-05,Kolkata,Desktop,Google Ads
846,2025-05-28,Hyderabad,Tablet,LinkedIn
847,2025-04-07,Ahmedabad,Mobile,Organic
848,2025-04-14,Jaipur,Tablet,Instagram
849,2025-06-27,Pune,Desktop,LinkedIn
850,2025-03-25,Kochi,Mobile,Organic
851,2025-04-28,Pune,Mobile,Referral
852,2025-04-12,Chennai,Desktop,Google Ads
853,2025-05-07,Hyderabad,Desktop,Instagram
854,2025-03-28,Jaipur,Tablet,Google Ads
855,2025-05-25,Ahmedabad,Desktop,Organic
856,2025-01-12,Mumbai,Tablet,LinkedIn
857,2025-01-05,Mumbai,Mobile,LinkedIn
858,2025-04-27,Bangalore,Desktop,Google Ads
859,2025-06-26,Delhi,Tablet,Instagram
860,2025-02-10,Hyderabad,Mobile,Instagram
861,2025-03-06,Mumbai,Desktop,Google Ads
862,2025-01-14,Kolkata,Tablet,Instagram
863,2025-06-29,Chennai,Desktop,Organic
864,2025-06-30,Mumbai,Mobile,Google Ads
865,2025-05-03,Mumbai,Mobile,Referral
866,2025-02-27,Jaipur,Tablet,LinkedIn
867,2025-01-03,Bangalore,Tablet,Instagram
868,2025-01-31,Kolkata,Tablet,Google Ads
869,2025-05-03,Mumbai,Mobile,LinkedIn
870,2025-01-23,Mumbai,Mobile,Instagram
871,2025-04-05,Hyderabad,Mobile,LinkedIn
872,2025-02-04,Delhi,Mobile,Referral
873,2025-05-25,Bangalore,Tablet,Google Ads
874,2025-04-23,Pune,Tablet,Google Ads
875,2025-06-10,Delhi,Desktop,Referral
876,2025-06-25,Ahmedabad,Mobile,Organic
877,2025-01-26,Delhi,Mobile,Referral
878,2025-04-09,Pune,Desktop,Instagram
879,2025-02-05,Chennai,Desktop,Organic
880,2025-03-05,Jaipur,Tablet,Referral
881,2025-06-05,Hyderabad,Tablet,Organic
882,2025-06-18,Hyderabad,Mobile,Referral
883,2025-06-05,Jaipur,Mobile,LinkedIn
884,2025-03-17,Bangalore,Mobile,LinkedIn
885,2025-04-09,Mumbai,Mobile,LinkedIn
886,2025-06-13,Kochi,Mobile,Referral
887,2025-01-04,Pune,Desktop,Google Ads
888,2025-04-10,Kochi,Desktop,Instagram
889,2025-05-20,Delhi,Desktop,Organic
890,2025-01-05,Kochi,Mobile,Organic
891,2025-03-09,Chennai,Mobile,Organic
892,2025-04-12,Jaipur,Desktop,Referral
893,2025-04-17,Kolkata,Tablet,LinkedIn
894,2025-01-22,Jaipur,Tablet,Referral
895,2025-02-09,Hyderabad,Mobile,Instagram
896,2025-01-21,Jaipur,Mobile,Google Ads
897,2025-05-18,Pune,Desktop,Referral
898,2025-06-12,Mumbai,Desktop,LinkedIn
899,2025-03-03,Bangalore,Mobile,Organic
900,2025-04-22,Mumbai,Desktop,Referral
901,2025-06-05,Bangalore,Desktop,Google Ads
902,2025-01-31,Bangalore,Tablet,Google Ads
903,2025-06-29,Bangalore,Mobile,LinkedIn
904,2025-03-30,Jaipur,Tablet,Instagram
905,2025-02-12,Pune,Mobile,Instagram
906,2025-01-31,Bangalore,Desktop,LinkedIn
907,2025-03-11,Jaipur,Mobile,Instagram
908,2025-05-28,Mumbai,Desktop,LinkedIn
909,2025-05-11,Pune,Mobile,LinkedIn
910,2025-05-26,Delhi,Desktop,Google Ads
911,2025-03-07,Mumbai,Tablet,Organic
912,2025-02-28,Jaipur,Mobile,Organic
913,2025-01-04,Chennai,Mobile,LinkedIn
914,2025-04-04,Kolkata,Mobile,Google Ads
915,2025-01-10,Jaipur,Tablet,LinkedIn
916,2025-02-27,Pune,Mobile,LinkedIn
917,2025-03-23,Hyderabad,Mobile,Referral
918,2025-04-06,Mumbai,Tablet,Organic
919,2025-02-15,Chennai,Tablet,Organic
920,2025-04-13,Mumbai,Desktop,Instagram
921,2025-03-21,Pune,Mobile,Referral
922,2025-04-27,Bangalore,Desktop,Google Ads
923,2025-03-16,Kochi,Desktop,Referral
924,2025-03-04,Ahmedabad,Desktop,Referral
925,2025-05-07,Chennai,Tablet,Referral
926,2025-03-04,Delhi,Mobile,LinkedIn
927,2025-01-07,Chennai,Tablet,Instagram
928,2025-06-12,Bangalore,Desktop,Organic
929,2025-06-18,Kolkata,Tablet,Instagram
930,2025-01-27,Chennai,Tablet,Google Ads
931,2025-04-18,Ahmedabad,Mobile,Google Ads
932,2025-03-13,Mumbai,Mobile,Google Ads
933,2025-05-14,Kolkata,Tablet,Instagram
934,2025-04-28,Mumbai,Tablet,Organic
935,2025-05-10,Delhi,Tablet,LinkedIn
936,2025-01-20,Kochi,Tablet,Organic
937,2025-04-22,Delhi,Mobile,Instagram
938,2025-03-08,Pune,Desktop,Instagram
939,2025-03-23,Ahmedabad,Desktop,Google Ads
940,2025-01-20,Chennai,Mobile,Referral
941,2025-01-28,Delhi,Mobile,Google Ads
942,2025-04-26,Ahmedabad,Desktop,LinkedIn
943,2025-01-31,Jaipur,Desktop,Google Ads
944,2025-04-26,Hyderabad,Desktop,Instagram
945,2025-01-31,Mumbai,Mobile,Instagram
946,2025-06-30,Kochi,Mobile,Google Ads
947,2025-03-25,Delhi,Mobile,Google Ads
948,2025-04-02,Kolkata,Tablet,Organic
949,2025-06-23,Hyderabad,Desktop,Google Ads
950,2025-01-08,Kolkata,Desktop,Referral
951,2025-05-21,Chennai,Mobile,LinkedIn
952,2025-01-27,Delhi,Mobile,Organic
953,2025-01-16,Chennai,Mobile,Google Ads
954,2025-04-13,Pune,Tablet,Organic
955,2025-05-30,Kochi,Desktop,Organic
956,2025-01-06,Mumbai,Mobile,LinkedIn
957,2025-02-02,Mumbai,Desktop,Organic
958,2025-01-11,Ahmedabad,Mobile,Google Ads
959,2025-05-27,Kolkata,Tablet,LinkedIn
960,2025-05-08,Bangalore,Desktop,LinkedIn
961,2025-02-14,Pune,Mobile,Google Ads
962,2025-03-12,Hyderabad,Desktop,Google Ads
963,2025-01-09,Kochi,Tablet,Referral
964,2025-03-04,Hyderabad,Desktop,LinkedIn
965,2025-05-21,Ahmedabad,Mobile,Organic
966,2025-03-13,Kolkata,Mobile,LinkedIn
967,2025-02-21,Jaipur,Mobile,Referral
968,2025-01-05,Kolkata,Tablet,Instagram
969,2025-05-03,Jaipur,Desktop,Instagram
970,2025-05-25,Jaipur,Desktop,LinkedIn
971,2025-03-11,Delhi,Mobile,Instagram
972,2025-06-02,Chennai,Mobile,Instagram
973,2025-01-15,Ahmedabad,Tablet,Instagram
974,2025-05-30,Chennai,Mobile,Organic
975,2025-03-05,Chennai,Desktop,Referral
976,2025-01-15,Chennai,Tablet,LinkedIn
977,2025-04-01,Delhi,Mobile,Google Ads
978,2025-06-01,Pune,Tablet,Instagram
979,2025-06-01,Bangalore,Tablet,Instagram
980,2025-05-26,Kochi,Mobile,Referral
981,2025-02-18,Ahmedabad,Tablet,Instagram
982,2025-02-14,Ahmedabad,Mobile,Organic
983,2025-01-15,Chennai,Tablet,Google Ads
984,2025-01-06,Jaipur,Desktop,Organic
985,2025-03-26,Kochi,Mobile,Google Ads
986,2025-03-29,Delhi,Desktop,Organic
987,2025-01-06,Delhi,Tablet,Google Ads
988,2025-01-29,Jaipur,Desktop,Organic
989,2025-04-06,Kolkata,Tablet,Organic
990,2025-03-28,Hyderabad,Desktop,Google Ads
991,2025-02-10,Kolkata,Tablet,LinkedIn
992,2025-06-16,Pune,Mobile,Referral
993,2025-06-27,Kochi,Desktop,Google Ads
994,2025-06-20,Kochi,Mobile,LinkedIn
995,2025-03-20,Hyderabad,Mobile,Google Ads
996,2025-01-01,Kochi,Desktop,Referral
997,2025-01-09,Delhi,Tablet,Instagram
998,2025-06-06,Chennai,Tablet,Referral
999,2025-01-27,Ahmedabad,Mobile,Instagram
1000,2025-01-20,Chennai,Desktop,Instagram
1001,2025-02-12,Mumbai,Tablet,Instagram
1002,2025-04-25,Bangalore,Desktop,Google Ads
1003,2025-03-05,Mumbai,Desktop,Instagram
1004,2025-01-28,Bangalore,Mobile,LinkedIn
1005,2025-04-23,Kolkata,Mobile,LinkedIn
1006,2025-05-07,Kolkata,Desktop,Referral
1007,2025-04-07,Mumbai,Desktop,Referral
1008,2025-06-16,Chennai,Mobile,LinkedIn
1009,2025-01-19,Bangalore,Desktop,Organic
1010,2025-03-23,Hyderabad,Mobile,Organic
1011,2025-03-29,Delhi,Desktop,Google Ads
1012,2025-01-20,Jaipur,Mobile,Instagram
1013,2025-06-02,Kochi,Desktop,Organic
1014,2025-04-21,Delhi,Tablet,LinkedIn
1015,2025-02-10,Bangalore,Mobile,Instagram
1016,2025-02-22,Chennai,Desktop,Referral
1017,2025-05-19,Hyderabad,Tablet,Instagram
1018,2025-03-18,Chennai,Mobile,Organic
1019,2025-04-11,Kochi,Tablet,LinkedIn
1020,2025-02-09,Bangalore,Desktop,Organic
1021,2025-04-20,Mumbai,Desktop,Referral
1022,2025-05-03,Chennai,Mobile,Organic
1023,2025-02-22,Delhi,Tablet,Instagram
1024,2025-01-21,Ahmedabad,Mobile,Instagram
1025,2025-04-12,Ahmedabad,Desktop,Instagram
1026,2025-01-24,Jaipur,Desktop,Google Ads
1027,2025-04-05,Kolkata,Desktop,Google Ads
1028,2025-04-25,Bangalore,Desktop,LinkedIn
1029,2025-04-30,Hyderabad,Mobile,Instagram
1030,2025-05-25,Bangalore,Mobile,Organic
1031,2025-01-22,Pune,Tablet,LinkedIn
1032,2025-05-31,Chennai,Tablet,Organic
1033,2025-04-10,Jaipur,Desktop,Referral
1034,2025-06-25,Ahmedabad,Tablet,Google Ads
1035,2025-05-02,Hyderabad,Mobile,LinkedIn
1036,2025-01-09,Jaipur,Tablet,Referral
1037,2025-05-27,Kochi,Mobile,Organic
1038,2025-04-25,Delhi,Mobile,Google Ads
1039,2025-02-19,Delhi,Mobile,LinkedIn
1040,2025-01-21,Kolkata,Mobile,Google Ads
1041,2025-06-02,Hyderabad,Desktop,Organic
1042,2025-01-23,Kolkata,Tablet,LinkedIn
1043,2025-05-22,Pune,Desktop,Referral
1044,2025-04-28,Bangalore,Tablet,Referral
1045,2025-05-31,Jaipur,Desktop,Organic
1046,2025-04-17,Delhi,Mobile,Referral
1047,2025-05-31,Kochi,Mobile,Organic
1048,2025-05-25,Mumbai,Desktop,Referral
1049,2025-03-30,Kolkata,Desktop,LinkedIn
1050,2025-06-17,Ahmedabad,Tablet,Referral
1051,2025-05-02,Bangalore,Mobile,Instagram
1052,2025-04-14,Delhi,Tablet,Referral
1053,2025-06-24,Kolkata,Mobile,LinkedIn
1054,2025-03-26,Chennai,Mobile,LinkedIn
1055,2025-03-10,Pune,Mobile,Instagram
1056,2025-03-19,Hyderabad,Desktop,LinkedIn
1057,2025-06-28,Mumbai,Mobile,Google Ads
1058,2025-03-18,Ahmedabad,Desktop,Instagram
1059,2025-04-17,Kochi,Tablet,Organic
1060,2025-02-18,Ahmedabad,Mobile,LinkedIn
1061,2025-05-05,Jaipur,Desktop,Organic
1062,2025-05-12,Delhi,Mobile,Instagram
1063,2025-05-10,Kolkata,Mobile,Referral
1064,2025-05-26,Bangalore,Mobile,Google Ads
1065,2025-02-21,Bangalore,Mobile,Organic
1066,2025-04-27,Bangalore,Desktop,Google Ads
1067,2025-03-12,Pune,Desktop,Referral
1068,2025-04-12,Mumbai,Tablet,Organic
1069,2025-03-03,Pune,Desktop,Referral
1070,2025-04-25,Delhi,Desktop,Referral
1071,2025-05-22,Pune,Desktop,Google Ads
1072,2025-03-08,Mumbai,Desktop,Organic
1073,2025-04-09,Bangalore,Mobile,Referral
1074,2025-02-24,Chennai,Tablet,Google Ads
1075,2025-06-23,Chennai,Desktop,LinkedIn
1076,2025-05-12,Bangalore,Tablet,Organic
1077,2025-05-02,Delhi,Tablet,Google Ads
1078,2025-06-03,Bangalore,Mobile,Instagram
1079,2025-06-05,Hyderabad,Tablet,Instagram
1080,2025-04-19,Kolkata,Desktop,LinkedIn
1081,2025-03-06,Chennai,Desktop,Instagram
1082,2025-06-23,Jaipur,Tablet,LinkedIn
1083,2025-05-30,Mumbai,Mobile,Referral
1084,2025-06-19,Pune,Tablet,Referral
1085,2025-06-05,Hyderabad,Desktop,Organic
1086,2025-05-04,Mumbai,Desktop,Instagram
1087,2025-06-13,Pune,Desktop,Instagram
1088,2025-06-17,Hyderabad,Mobile,Google Ads
1089,2025-05-13,Chennai,Mobile,Referral
1090,2025-04-14,Pune,Tablet,Google Ads
1091,2025-01-07,Ahmedabad,Desktop,Instagram
1092,2025-04-18,Kolkata,Desktop,Organic
1093,2025-05-30,Kochi,Mobile,Instagram
1094,2025-02-26,Jaipur,Tablet,LinkedIn
1095,2025-06-21,Pune,Tablet,Instagram
1096,2025-02-13,Jaipur,Mobile,Instagram
1097,2025-01-25,Ahmedabad,Mobile,Instagram
1098,2025-05-24,Delhi,Tablet,Instagram
1099,2025-06-17,Mumbai,Mobile,Instagram
1100,2025-02-27,Hyderabad,Desktop,Instagram
1101,2025-04-06,Hyderabad,Tablet,Instagram
1102,2025-04-29,Mumbai,Desktop,Organic
1103,2025-06-12,Kochi,Tablet,Referral
1104,2025-01-19,Ahmedabad,Mobile,Referral
1105,2025-01-31,Kolkata,Tablet,Instagram
1106,2025-04-16,Bangalore,Mobile,Google Ads
1107,2025-02-21,Pune,Desktop,Referral
1108,2025-04-28,Delhi,Desktop,Google Ads
1109,2025-01-21,Ahmedabad,Desktop,Google Ads
1110,2025-03-22,Bangalore,Mobile,LinkedIn
